value,source_line,source
Jac Holzman: John Densmore (The Doors),934767,en_US.news
"Rogers is miffed not just about being snubbed by Mangini on two occasions, but also by a directive he received from an unknown club official regarding the offseason weight program.",562086,en_US.news
"“He came in after the eighth and I said, ‘How are you doing?’” Mets manager Terry Collins said. “He said, ‘I want to finish.’ And he deserved the chance to go back out there. That bases on balls he was furious about. But he pitched great.”",92953,en_US.news
Dennis Martinez served as pitcher.,179384,en_US.news
REVIEW The Kids Are All Right,313804,en_US.news
Even less certain to Alden is the time frame for resolution of the NCAA investigation of the University of Miami and of an accusation made by a former booster against then-Hurricanes basketball coach and current Tigers coach Frank Haith.,932850,en_US.news
That's madness.,241531,en_US.news
"Les Sterman, the flood district's chief supervisor, said a premature de-accreditation would increase costs without doing anything to fix levees or improve safety.",61810,en_US.news
"Spring is here and so is National Osteoporosis Awareness Month. On Wednesday, May 16, from 12:30 to 1:30 p.m., at the Westfield Area Y Main Y Facility, 220 Clark St. in Westfield for a Lunch and Learn for active older adults on “Osteoporosis and You.”",646144,en_US.news
"It can't hurt, parents may say. But, when you're looking at the big picture -- can it?",132384,en_US.news
"8. Bullock Hotel, Deadwood, South Dakota - Average Nightly Rate: $100",852152,en_US.news
The one-way price structure of low-cost airlines also has diluted the Saturday rule. One-way fares by definition can't require a Saturday night stay before you return. That means that big network airlines aren't as quick to make their customers stay over on Saturday.,185316,en_US.news
"Mandel has raised $5.8 million for the race over the last 11 months and has $4.3 million on hand, according to FEC filings that list fundraising through Feb. 15. That means Mandel's cash for the campaign exceeds that of all other Senate candidates on the Ohio's Republican primary ballot by $4.3 million. Michael Lindsey Pryce has $872, Rusty Bliss has $862, and Donna Glisman has $673, according to the FEC.",772332,en_US.news
"PacifiCorp spoke with the Tribes two years ago about the project and provided some financial analysis, Freeman said.",710634,en_US.news
Energizer also said it plans to start paying a dividend in its fourth quarter.,1009657,en_US.news
"Straight out of Tampa, with beats provided by some Brits, Yo Majesty has gotten a lot of press in the past year. Not only has its risque anthem ""Club Action"" gotten a lot of play, but band members also have a reputation for removing articles of clothing during shows. The duo, Shunda K. and Jwl B., are out lesbians, in case their raunchy lyrics and titles such as ""Kryptonite Pussy"" didn't tip you off. But Yo Majesty's aim isn't to even the score with sexist male rappers with their own shocking content; it's to be real. ""It's like a graveyard out there in hip-hop,"" Shunda told New Music Express. ""There ain't nobody promoting realness. Now, for rappers, it's about abusing s- for materialistic reasons."" www.yomajesty. com.",131189,en_US.news
"""If they're real buyers, we'll probably be sellers,"" Heisley told the Commercial Appeal.",366836,en_US.news
Event 15 Women 1500 Meter Run,640205,en_US.news
The victim was not in court.,805746,en_US.news
"At the 2008 Democratic convention in Denver, a vanquished Hillary Rodham Clinton spoke glowingly of Barack Obama, imploring her loyalists to drop any grudges and ""unite as a single party with a single purpose."" The crowd went wild.",358745,en_US.news
"880 Linda Mar Blvd., 03/28/12, $419,000, 3 bdrms, 1040 sf, built 1954, last sold: 06/16/1995, $224,000",1008842,en_US.news
"""It's not the TV's fault we lost,"" Zimmerman said, letting out a small chuckle.",327073,en_US.news
"Accounts vary about what actually happened during the 1899 stagecoach holdup that landed her in prison. Hart and her partner, Joe Boot, were not professional robbers, but they did manage to relieve the passengers of their guns and money.",4652,en_US.news
"They started rearranging old tunes. Writing new tunes. Adding harmony lines, drum breaks, cymbals, boogaloo beats – things you'd never hear from traditional bagpipe bands.",543719,en_US.news
The International Monetary Fund on Wednesday became the latest institution to forecast weak growth for the U.S. economy this year and next. The lending organization said it expects growth of 2.5 percent this year and,204318,en_US.news
"Tom Hanks, actor",989059,en_US.news
"Judith Gans at the University of Arizona puts it very well: Demographic trends have divided the world into two economic ""camps."" One is characterized by mature, immigrant-receiving economies with aging, slow-growing populations. The other consists of developing, immigrant-sending economies with younger, more rapidly growing populations.",566497,en_US.news
"Bed Bath is paying $22 per share, a 22 percent premium over Cost Plus' Tuesday close of $17.99. Cost Plus' stock price has been all over the map, from a high of $47.72 in 2003 to a low of 55 cents in 2008 - just after it rejected an $88 million acquisition offer from Pier One.",640313,en_US.news
What do you want to get out of the rest of your senior year?,988536,en_US.news
"Zingarevich acquired Ener1 out of bankruptcy March 30 with an agreement to infuse $81 million in financing, giving him a sophisticated line of batteries that can power electric cars, store electricity for power grids and supply portable power for soldiers. His plans for Ener1 aren't known. A company spokesman declined to comment, saying Ener1 is privately held. Zingarevich couldn't be reached for comment.",445130,en_US.news
